,age_true,race_true,race_pred,gender_true,gender_pred
1150,26,1,1,1,1
1151,40,1,1,0,0
1152,86,0,0,1,0
1153,29,0,0,1,1
1154,45,0,0,1,1
1155,1,2,2,0,0
1156,7,1,1,1,1
1157,29,1,1,0,0
1158,26,0,0,1,1
1159,83,0,0,1,0
1160,52,0,0,1,1
1161,39,0,0,0,0
1162,32,0,0,0,0
1163,41,0,0,1,1
1164,43,0,3,0,0
1165,20,0,0,1,0
1166,32,2,2,0,0
1167,61,3,3,1,1
1168,3,0,0,1,0
1169,54,0,0,1,0
1170,1,1,1,0,0
1171,36,3,3,1,1
1172,58,1,0,0,0
1173,56,2,2,0,0
1174,17,0,0,0,0
1175,26,3,3,1,1
1176,37,0,0,1,1
1177,45,0,0,0,0
1178,39,2,2,0,0
1179,32,1,1,1,1
1180,90,1,0,1,1
1181,45,3,0,1,1
1182,22,1,1,0,0
1183,22,2,0,0,0
1184,26,1,1,0,0
1185,29,0,0,0,0
1186,28,0,0,0,0
1187,15,0,0,1,1
1188,25,1,1,1,1
1189,25,2,2,1,1
1190,28,0,0,0,0
1191,5,3,3,1,1
1192,78,0,0,1,0
1193,21,0,0,1,1
1194,56,0,0,1,1
1195,21,4,1,1,1
1196,34,1,1,0,0
1197,17,3,0,0,0
1198,35,0,0,1,1
1199,18,0,0,0,0
1200,26,1,1,1,1
1201,1,2,2,1,0
1202,34,2,2,1,1
1203,73,0,0,0,0
1204,1,0,2,1,0
1205,50,1,1,0,0
1206,23,3,3,0,0
1207,21,0,0,1,1
1208,40,0,0,1,1
1209,26,1,1,0,0
1210,28,3,3,0,0
1211,26,1,1,0,0
1212,40,2,2,0,0
1213,67,3,3,1,1
1214,16,0,0,0,0
1215,9,0,0,0,0
1216,24,3,3,1,1
1217,115,1,1,1,1
1218,35,1,0,0,0
1219,34,0,4,1,1
1220,85,0,0,1,1
1221,52,1,3,0,0
1222,50,0,0,0,0
1223,26,2,2,1,1
1224,54,1,1,0,0
1225,8,0,0,0,1
1226,26,3,3,1,1
1227,31,1,1,0,1
1228,25,1,1,1,1
1229,53,0,0,1,1
1230,25,0,0,0,0
1231,76,0,0,0,0
1232,24,1,1,1,1
1233,23,1,1,0,0
1234,6,3,3,1,1
1235,5,0,0,1,1
1236,20,4,2,1,1
1237,26,0,0,0,0
1238,65,2,2,0,0
1239,52,1,1,0,0
1240,55,0,0,0,0
1241,25,1,1,1,1
1242,53,0,0,1,1
1243,62,3,3,1,1
1244,30,0,0,1,1
1245,84,4,0,1,1
1246,32,0,0,1,1
1247,61,0,0,0,0
1248,5,1,1,0,0
1249,25,0,1,0,1
1250,23,0,0,1,1
1251,32,0,0,1,1
1252,26,3,3,1,1
1253,33,0,0,1,1
1254,35,1,1,1,1
1255,62,0,0,0,0
1256,17,0,4,1,1
1257,1,0,0,1,0
1258,21,4,0,0,0
1259,24,1,1,1,1
1260,33,0,0,0,0
1261,62,0,0,0,0
1262,41,3,3,1,1
1263,35,0,0,0,0
1264,35,0,0,0,0
1265,42,2,4,1,1
1266,26,1,1,0,0
1267,52,0,0,0,0
1268,43,1,1,1,1
1269,30,3,3,0,0
1270,62,2,2,0,0
1271,45,0,0,0,0
1272,26,2,2,1,1
1273,28,0,3,0,1
1274,17,0,0,1,1
1275,2,2,2,0,1
1276,31,1,3,1,1
1277,26,3,1,0,0
1278,53,1,1,0,0
1279,32,1,0,0,0
1280,10,3,0,0,1
1281,28,3,1,1,0
1282,30,2,2,0,0
1283,28,1,1,0,0
1284,14,0,0,1,1
1285,85,4,0,1,1
1286,30,2,2,1,1
1287,28,3,3,1,1
1288,53,4,0,0,0
1289,9,0,0,0,0
1290,56,0,0,1,1
1291,25,3,3,1,1
1292,1,2,2,1,0
1293,9,0,0,1,1
1294,72,0,0,0,0
1295,51,0,0,1,1
1296,53,0,0,0,0
1297,55,0,0,0,0
1298,26,0,0,0,0
1299,26,1,1,1,1
1300,33,2,2,0,1
1301,32,4,3,0,0
1302,27,3,0,0,0
1303,34,2,2,1,1
1304,26,1,1,1,1
1305,28,1,1,0,0
1306,53,0,0,0,0
1307,21,1,3,1,1
1308,27,2,2,1,1
1309,35,0,0,0,0
1310,35,0,0,1,1
1311,65,1,1,0,0
1312,45,1,1,0,0
1313,35,0,0,0,0
1314,53,0,0,1,1
1315,80,0,0,0,0
1316,45,0,0,0,0
1317,52,2,2,0,0
1318,39,0,0,0,0
1319,26,3,4,1,1
1320,24,1,0,0,1
1321,24,3,3,0,0
1322,31,3,3,1,1
1323,53,0,0,1,1
1324,38,0,0,0,0
1325,28,2,2,1,1
1326,40,0,0,0,0
1327,22,0,0,0,0
1328,54,3,0,0,0
1329,60,0,0,0,0
1330,28,0,0,0,0
1331,27,4,0,1,1
1332,43,0,0,0,0
1333,32,0,0,0,0
1334,20,3,3,1,0
1335,13,0,3,1,1
1336,1,2,2,1,0
1337,29,4,0,0,0
1338,26,4,0,1,1
1339,28,3,3,1,1
1340,60,0,0,1,1
1341,32,0,0,1,1
1342,1,0,0,0,1
1343,2,4,4,0,1
1344,85,0,0,1,0
1345,29,2,2,1,1
1346,20,2,2,1,1
1347,58,0,0,0,0
1348,47,0,0,0,0
1349,20,1,1,0,0
1350,55,3,3,1,1
1351,26,1,1,0,0
1352,57,0,0,0,0
1353,24,2,2,0,1
1354,80,2,2,0,0
1355,2,2,2,0,0
1356,37,2,2,0,0
1357,60,1,1,1,0
1358,65,0,0,0,0
1359,3,0,0,0,1
1360,21,3,0,0,0
1361,26,3,3,1,1
1362,5,0,0,1,0
1363,20,3,3,1,1
1364,70,0,0,0,0
1365,26,0,0,1,1
1366,55,3,0,0,0
1367,26,3,3,0,0
1368,44,1,1,0,0
1369,21,0,0,1,1
1370,61,0,0,0,0
1371,80,0,0,1,1
1372,29,1,1,1,1
1373,16,0,0,1,1
1374,26,0,0,1,1
1375,26,3,3,0,0
1376,40,1,1,1,1
1377,54,0,1,1,1
1378,25,0,0,1,1
1379,26,0,0,1,1
1380,36,0,0,1,1
1381,3,3,3,1,1
1382,38,1,1,0,0
1383,26,1,1,1,1
1384,17,3,3,0,0
1385,21,1,1,1,1
1386,62,0,0,0,0
1387,1,0,0,0,1
1388,45,2,2,0,0
1389,45,2,2,0,1
1390,35,1,2,1,1
1391,46,1,1,1,1
1392,26,1,1,0,0
1393,42,0,0,0,0
1394,34,0,0,0,0
1395,2,2,2,0,0
1396,40,2,2,0,0
1397,38,0,0,0,0
1398,67,0,0,0,0
1399,32,0,0,0,0
1400,27,0,0,1,0
1401,39,1,1,0,0
1402,22,1,1,1,0
1403,36,1,1,0,0
1404,28,4,1,1,1
1405,22,2,2,1,1
1406,27,2,2,0,0
1407,28,0,0,1,1
1408,26,0,0,1,1
1409,50,3,3,0,0
1410,30,0,1,1,1
1411,26,0,0,0,0
1412,35,3,4,1,1
1413,8,3,3,1,1
1414,33,1,1,1,1
1415,42,1,1,1,1
1416,25,3,1,1,1
1417,2,0,0,0,0
1418,17,0,0,1,1
1419,36,0,0,0,0
1420,26,0,0,1,1
1421,24,2,2,1,1
1422,39,1,0,0,0
1423,2,2,2,1,0
1424,36,3,3,0,0
1425,26,3,3,1,1
1426,96,1,1,1,0
1427,13,0,0,1,1
1428,28,1,1,0,0
1429,2,4,3,0,1
1430,1,2,2,1,0
1431,24,3,3,0,0
1432,39,3,3,1,1
1433,54,0,0,1,1
1434,65,0,0,0,0
1435,35,1,1,0,0
1436,35,0,0,1,1
1437,54,3,3,0,0
1438,53,1,1,0,0
1439,73,0,0,0,0
1440,9,0,0,1,1
1441,25,0,0,0,0
1442,60,0,0,1,1
1443,24,1,2,1,1
1444,40,0,0,0,0
1445,68,1,0,0,0
1446,22,2,0,1,1
1447,2,0,2,0,1
1448,30,2,2,1,1
1449,16,0,0,0,0
1450,23,2,0,0,0
1451,33,1,1,1,1
1452,26,4,1,0,0
1453,53,0,0,0,0
1454,78,0,0,1,0
1455,3,0,0,0,0
1456,27,3,3,0,0
1457,27,3,3,1,1
1458,42,0,0,1,1
1459,25,2,2,1,1
1460,30,2,2,1,1
1461,26,4,2,1,1
1462,26,3,3,0,0
1463,49,0,0,1,1
1464,26,0,0,1,1
1465,35,2,0,0,0
1466,28,4,0,1,1
1467,39,3,3,0,1
1468,25,0,0,0,0
1469,28,4,0,1,1
1470,25,0,0,1,1
1471,22,3,3,1,1
1472,27,0,0,0,0
1473,40,1,3,1,1
1474,56,0,0,1,1
1475,49,3,3,1,1
1476,70,0,0,0,0
1477,26,3,3,0,0
1478,38,0,0,0,0
1479,63,0,0,0,0
1480,25,3,3,0,0
1481,6,0,4,1,1
1482,61,0,0,0,0
1483,22,1,0,0,0
1484,25,1,1,0,0
1485,15,0,0,1,1
1486,38,4,0,0,0
1487,33,3,3,0,0
1488,40,0,0,0,0
1489,34,1,0,1,1
1490,20,0,0,0,0
1491,32,2,2,1,1
1492,35,2,2,1,1
1493,26,1,1,1,1
1494,46,1,1,0,0
1495,71,0,0,0,0
1496,53,0,0,1,1
1497,24,3,3,0,0
1498,7,0,0,1,1
1499,54,0,0,0,0
1500,22,1,1,1,1
1501,28,1,0,1,0
1502,58,0,0,0,0
1503,20,0,0,1,1
1504,62,3,3,1,1
1505,55,0,1,1,1
1506,8,0,0,1,1
1507,24,2,2,1,1
1508,30,0,0,1,1
1509,74,0,0,0,0
1510,55,3,3,0,0
1511,50,0,0,0,0
1512,21,2,2,1,1
1513,53,2,2,0,0
1514,27,2,2,1,1
1515,36,1,1,0,0
1516,23,3,3,0,0
1517,13,0,0,0,0
1518,59,0,0,0,0
1519,23,1,1,1,1
1520,22,0,0,1,1
1521,36,0,0,1,1
1522,27,0,0,0,0
1523,29,1,1,1,0
1524,43,3,3,0,0
1525,48,3,3,0,0
1526,61,3,3,0,0
1527,42,0,0,1,1
1528,20,0,1,1,1
1529,54,1,1,0,0
1530,1,0,0,0,0
1531,25,2,0,1,1
1532,23,3,3,0,0
1533,54,3,3,0,0
1534,59,0,0,0,0
1535,33,1,1,1,1
1536,60,0,0,0,0
1537,26,1,1,0,0
1538,35,3,0,0,0
1539,14,1,1,0,0
1540,28,3,3,1,1
1541,58,3,0,0,0
1542,1,2,2,0,0
1543,56,0,0,0,0
1544,56,3,0,0,0
1545,34,3,3,1,1
1546,31,3,3,0,0
1547,26,0,0,1,1
1548,24,0,0,1,1
1549,73,0,0,1,1
1550,4,0,0,1,1
1551,50,0,0,0,0
1552,32,0,0,1,1
1553,51,0,0,0,0
1554,5,0,0,0,0
1555,4,2,2,0,1
1556,46,4,3,0,0
1557,30,1,1,1,1
1558,27,2,2,1,1
1559,55,0,0,0,0
1560,29,1,1,1,1
1561,34,0,0,1,1
1562,31,3,0,0,0
1563,53,0,0,1,1
1564,26,1,1,0,0
1565,53,3,3,0,1
1566,20,1,1,1,1
1567,35,4,2,1,1
1568,10,0,0,1,1
1569,80,0,0,0,0
1570,49,0,0,1,1
1571,32,4,3,1,1
1572,38,2,2,1,1
1573,54,0,0,1,1
1574,34,0,0,0,0
1575,90,0,0,0,0
1576,6,0,0,1,0
1577,3,2,2,1,1
1578,26,2,2,1,1
1579,8,0,0,1,1
1580,1,2,2,1,1
1581,21,2,2,0,1
1582,21,2,2,0,0
1583,46,3,3,0,0
1584,40,2,2,0,0
1585,28,3,1,0,0
1586,31,0,0,1,1
1587,19,0,0,0,0
1588,38,2,2,1,1
1589,1,0,0,1,1
1590,29,1,1,1,1
1591,16,0,0,1,1
1592,22,1,1,0,0
1593,27,1,1,1,1
1594,21,4,0,1,1
1595,27,1,1,0,0
1596,40,0,0,0,0
1597,27,1,1,0,0
1598,1,2,2,1,0
1599,21,1,1,1,1
1600,1,4,0,1,1
1601,28,1,1,0,0
1602,54,2,2,0,0
1603,53,4,0,0,0
1604,35,0,2,1,1
1605,30,0,0,0,0
1606,10,4,2,1,1
1607,55,3,3,0,0
1608,30,0,0,1,1
1609,1,3,3,1,0
1610,51,1,1,1,1
1611,20,1,2,1,1
1612,55,3,3,0,0
1613,29,1,1,0,0
1614,13,0,0,1,0
1615,26,4,0,0,0
1616,16,0,0,0,0
1617,35,0,0,0,0
1618,54,3,3,0,0
1619,18,0,0,1,1
1620,41,0,0,1,1
1621,34,1,1,0,0
1622,26,2,2,0,0
1623,27,1,1,0,0
1624,40,0,0,0,0
1625,53,0,0,0,0
1626,67,0,0,0,0
1627,19,3,3,1,1
1628,26,2,2,1,1
1629,26,1,1,1,1
1630,1,0,0,0,0
1631,36,4,4,0,0
1632,1,4,4,0,0
1633,34,1,1,1,1
1634,26,1,1,0,1
1635,5,0,0,1,1
1636,24,0,0,0,0
1637,29,1,1,1,1
1638,31,3,3,0,0
1639,55,0,0,0,0
1640,23,1,1,1,1
1641,28,0,0,0,0
1642,1,0,0,0,1
1643,28,0,0,0,0
1644,1,0,0,0,0
1645,26,0,0,0,0
1646,26,0,0,1,1
1647,39,3,3,0,0
1648,54,0,0,1,1
1649,23,2,2,0,0
1650,3,1,1,1,0
1651,25,3,3,1,1
1652,58,0,1,0,0
1653,46,0,0,0,0
1654,8,4,2,1,1
1655,17,0,0,1,1
1656,26,3,3,1,1
1657,44,3,0,0,0
1658,31,0,0,1,1
1659,24,3,0,1,1
1660,72,0,0,1,1
1661,26,1,1,1,1
1662,2,2,2,0,0
1663,35,0,3,1,1
1664,64,2,0,0,0
1665,38,0,3,0,0
1666,45,0,0,0,0
1667,38,1,1,0,0
1668,69,0,2,1,1
1669,27,2,2,1,1
1670,40,0,0,1,1
1671,28,2,2,1,1
1672,36,3,3,0,0
1673,39,1,1,1,1
1674,45,3,3,0,0
1675,2,0,0,0,0
1676,5,2,2,0,0
1677,26,3,3,1,1
1678,14,3,3,0,1
1679,4,3,3,0,1
1680,69,0,0,1,1
1681,12,0,2,1,1
1682,1,2,4,1,0
1683,30,3,3,1,1
1684,3,2,2,0,1
1685,9,2,2,0,0
1686,35,3,3,0,0
1687,50,0,0,0,0
1688,20,1,1,1,1
1689,5,0,0,0,0
1690,24,4,0,0,0
1691,1,2,2,0,0
1692,45,0,0,0,0
1693,60,0,0,1,0
1694,23,2,2,1,1
1695,85,0,0,1,1
1696,46,0,0,0,0
1697,26,1,1,0,1
1698,35,0,0,0,0
1699,30,2,2,0,0
1700,65,0,0,1,0
1701,28,3,3,1,1
1702,2,2,2,0,0
1703,63,1,1,0,0
1704,23,1,1,0,0
1705,45,1,1,0,0
1706,1,2,2,0,0
1707,7,0,2,1,1
1708,63,0,0,0,0
1709,3,0,0,1,0
1710,28,4,0,1,1
1711,28,3,4,0,0
1712,26,4,3,1,1
1713,8,0,0,1,1
1714,58,1,1,0,0
1715,1,2,2,0,0
1716,13,0,0,0,0
1717,27,3,3,1,1
1718,25,3,3,0,0
1719,8,0,0,1,1
1720,29,1,1,1,1
1721,15,0,0,0,0
1722,29,2,2,1,1
1723,38,1,0,0,0
1724,34,0,0,1,1
1725,23,0,3,1,1
1726,30,1,3,1,1
1727,65,0,0,0,0
1728,65,0,0,0,0
1729,3,2,2,1,1
1730,26,1,1,0,0
1731,26,0,0,1,1
1732,26,0,0,0,0
1733,66,0,0,1,1
1734,33,0,0,1,1
1735,8,3,3,0,1
1736,8,3,3,1,1
1737,2,2,2,1,1
1738,38,3,3,1,1
1739,67,0,0,0,0
1740,7,4,0,1,0
1741,45,3,3,0,0
1742,50,1,1,0,0
1743,1,2,2,1,0
1744,34,3,3,0,0
1745,21,2,2,1,1
1746,1,4,4,1,0
1747,73,0,0,0,0
1748,25,3,0,1,1
1749,50,0,0,0,0
1750,42,0,0,0,0
1751,1,0,0,1,1
1752,30,0,0,1,1
1753,26,4,0,0,0
1754,26,1,1,0,0
1755,38,4,4,0,0
1756,32,4,0,0,0
1757,40,0,0,0,0
1758,2,4,2,0,0
1759,15,4,1,0,0
1760,45,0,0,0,0
1761,46,3,3,0,0
1762,2,0,0,1,0
1763,26,3,3,0,0
1764,25,2,2,0,0
1765,54,1,0,1,1
1766,15,0,0,1,0
1767,27,0,0,0,0
1768,12,1,1,1,1
1769,12,1,1,0,0
1770,55,0,0,0,0
1771,26,2,2,1,1
1772,40,0,0,0,0
1773,45,0,3,0,0
1774,17,0,0,1,1
1775,34,1,0,1,1
1776,42,0,0,1,1
1777,12,3,3,1,1
1778,4,0,0,0,0
1779,62,2,2,0,0
1780,28,3,3,0,0
1781,40,0,0,0,0
1782,28,0,0,1,1
1783,52,1,1,0,0
1784,88,0,0,1,1
1785,1,2,2,0,0
1786,22,3,3,1,1
1787,26,3,3,0,0
1788,21,3,3,0,0
1789,8,0,0,1,1
1790,26,0,0,0,0
1791,28,0,0,1,1
1792,62,0,0,0,0
1793,1,2,2,1,0
1794,47,0,0,0,0
1795,31,1,1,1,1
1796,24,2,2,1,1
1797,9,0,0,0,0
1798,35,1,1,0,0
1799,36,1,1,0,0
1800,20,0,0,1,1
1801,28,3,3,0,0
1802,1,0,0,0,1
1803,27,0,0,1,1
1804,30,1,1,0,0
1805,26,1,1,1,1
1806,47,4,0,1,1
1807,2,3,3,1,1
1808,31,3,3,1,1
1809,30,3,3,1,1
1810,22,3,3,1,1
1811,26,0,0,0,0
1812,56,0,0,1,1
1813,75,0,0,0,0
1814,25,3,2,0,0
1815,40,2,2,0,0
1816,54,0,0,0,0
1817,21,4,0,1,1
1818,67,1,0,0,0
1819,7,2,2,1,1
1820,45,3,3,0,0
1821,35,3,0,0,0
1822,35,2,2,0,0
1823,16,3,3,1,1
1824,26,3,0,0,0
1825,27,2,2,0,0
1826,8,0,0,0,0
1827,30,0,0,0,0
1828,36,1,1,1,1
1829,2,2,2,1,1
1830,38,1,1,1,1
1831,30,4,4,0,1
1832,14,3,3,0,0
1833,23,0,0,0,0
1834,4,1,1,0,1
1835,30,2,2,1,1
1836,36,3,1,0,0
1837,33,0,0,1,1
1838,28,0,0,1,1
1839,58,1,1,0,0
1840,56,0,0,0,0
1841,60,1,3,1,1
1842,26,2,2,0,0
1843,32,4,0,1,1
1844,22,0,0,0,0
1845,34,2,2,0,0
1846,35,2,2,0,0
1847,35,3,3,0,0
1848,1,0,0,0,1
1849,21,1,1,1,1
1850,9,0,0,0,1
1851,34,0,0,1,1
1852,29,1,1,1,1
1853,63,0,0,1,1
1854,33,3,3,1,1
1855,35,3,3,0,0
1856,56,0,0,1,1
1857,25,2,2,1,1
1858,19,0,0,1,1
1859,1,0,0,0,0
1860,37,0,0,0,1
1861,63,0,0,1,1
1862,24,2,2,1,1
1863,28,0,0,0,0
1864,48,0,0,0,0
1865,49,0,0,0,0
1866,20,0,0,1,1
1867,21,1,1,1,1
1868,5,4,2,1,1
1869,30,4,0,1,1
1870,2,4,2,1,1
1871,50,0,0,1,1
1872,22,2,2,1,1
1873,26,1,1,1,1
1874,40,2,2,1,1
1875,40,0,0,0,0
1876,64,0,0,1,1
1877,58,0,0,1,1
1878,1,3,2,1,1
1879,11,0,0,0,0
1880,35,4,0,0,0
1881,54,0,0,0,0
1882,7,4,4,1,1
1883,32,3,1,0,0
1884,27,0,0,1,1
1885,26,3,3,1,1
1886,25,1,1,1,1
1887,55,3,3,1,1
1888,23,3,3,0,0
1889,56,0,0,1,1
1890,32,0,0,1,0
1891,36,0,0,0,0
1892,1,0,2,1,1
1893,2,4,2,1,1
1894,35,1,1,0,0
1895,24,3,0,1,1
1896,44,3,3,0,0
1897,2,2,2,0,1
1898,62,1,1,1,1
1899,69,0,0,1,1
1900,70,0,0,0,0
1901,85,0,0,1,1
1902,51,0,0,0,0
1903,6,3,3,1,1
1904,29,3,1,1,1
1905,73,1,0,0,1
1906,1,0,0,1,1
1907,4,2,0,0,0
1908,16,4,0,0,0
1909,32,1,1,0,0
1910,14,2,2,0,0
1911,26,0,0,1,1
1912,3,4,1,0,0
1913,32,1,1,0,0
1914,50,0,0,0,0
1915,24,1,1,0,0
1916,26,2,2,1,1
1917,4,3,0,0,0
1918,31,0,0,0,0
1919,24,2,2,1,1
1920,50,0,0,0,0
1921,1,0,0,1,1
1922,56,0,0,0,0
1923,22,1,1,1,1
1924,20,2,0,1,1
1925,28,0,0,0,0
1926,10,1,3,0,0
1927,26,4,4,1,1
1928,26,1,1,1,1
1929,80,0,0,1,0
1930,56,0,0,0,0
1931,1,4,4,0,1
1932,3,0,0,0,0
1933,31,1,1,0,0
1934,31,3,3,1,1
1935,25,3,3,1,1
1936,21,1,1,1,1
1937,2,3,1,1,1
1938,8,0,0,1,1
1939,34,1,1,0,0
1940,60,3,3,0,0
1941,31,0,0,1,1
1942,32,0,2,1,1
1943,52,0,0,1,1
1944,19,4,0,1,1
1945,27,3,3,1,1
1946,69,0,0,0,0
1947,1,2,2,0,1
1948,46,3,3,0,0
1949,26,3,3,0,0
1950,1,3,3,1,1
1951,27,3,3,1,1
1952,30,0,0,0,0
1953,26,3,3,0,0
1954,50,0,0,0,0
1955,29,0,0,0,0
1956,26,0,0,1,1
1957,43,3,3,0,0
1958,27,2,2,1,1
1959,28,2,2,0,0
1960,18,0,0,1,1
1961,8,4,2,1,1
1962,75,3,1,0,0
1963,52,0,0,0,0
1964,32,0,0,0,0
1965,46,1,1,0,0
1966,59,4,0,0,0
1967,34,1,0,1,1
1968,1,3,1,1,0
1969,77,0,0,1,1
1970,31,0,0,0,0
1971,78,0,0,0,0
1972,25,0,0,1,1
1973,28,3,3,1,1
1974,3,2,2,1,1
1975,34,0,0,1,1
1976,20,1,1,0,0
1977,30,0,0,0,0
1978,24,0,0,1,1
1979,35,0,0,1,1
1980,40,0,0,0,0
1981,77,0,0,1,1
1982,26,1,1,0,0
1983,8,0,4,0,1
1984,85,0,0,0,0
1985,16,4,4,1,1
1986,15,0,0,0,0
1987,36,3,0,0,0
1988,27,3,0,0,0
1989,26,0,0,0,0
1990,45,0,0,0,0
1991,54,0,0,0,0
1992,31,2,3,0,0
1993,4,2,2,1,0
1994,25,1,1,1,1
1995,67,0,0,0,0
1996,5,0,0,1,1
1997,13,0,0,1,1
1998,26,1,1,0,0
1999,26,2,2,0,0
2000,46,0,0,1,1
2001,57,0,3,1,1
2002,17,1,1,0,0
2003,1,0,0,0,1
2004,26,0,0,1,1
2005,26,4,4,0,0
2006,24,1,1,1,1
2007,42,0,0,0,0
2008,58,1,0,0,0
2009,2,3,3,1,1
2010,24,2,2,1,1
2011,10,0,0,0,0
2012,50,2,2,0,0
2013,8,2,2,1,1
2014,47,2,2,1,1
2015,54,0,0,0,0
2016,1,0,0,0,0
2017,29,1,3,1,1
2018,7,2,2,1,1
2019,35,0,0,1,1
2020,1,2,2,1,0
2021,25,3,3,1,1
2022,45,3,3,0,0
2023,45,0,0,0,0
2024,20,0,0,1,1
2025,38,3,3,0,0
2026,3,2,2,0,0
2027,1,2,2,0,1
2028,52,0,0,0,0
2029,18,0,0,1,1
2030,40,0,0,0,0
2031,39,1,1,1,1
2032,1,3,3,1,1
2033,26,3,0,0,0
2034,45,4,0,0,0
2035,23,0,0,0,0
2036,21,0,0,0,0
2037,85,0,0,0,0
2038,15,0,0,0,0
2039,55,0,0,1,1
2040,21,2,2,0,1
2041,26,0,0,0,0
2042,30,1,1,1,1
2043,26,3,3,0,0
2044,31,0,4,0,0
2045,40,0,0,0,0
2046,84,1,0,0,0
2047,32,0,0,1,1
2048,26,0,0,0,0
2049,40,0,0,0,0
2050,68,2,0,0,0
2051,17,0,0,0,0
2052,55,0,0,0,0
2053,24,2,0,1,1
2054,36,1,1,0,0
2055,74,0,0,0,0
2056,28,2,2,0,0
2057,1,4,4,1,0
2058,73,0,0,0,0
2059,31,1,1,0,0
2060,26,1,1,1,1
2061,43,1,1,0,0
2062,60,0,0,0,0
2063,26,3,3,1,1
2064,29,1,1,1,1
2065,1,2,2,0,0
2066,68,2,2,0,0
2067,32,1,1,0,0
2068,72,0,0,1,1
2069,23,4,3,0,0
2070,55,0,0,0,0
2071,4,3,3,0,1
2072,4,2,2,1,1
2073,1,2,2,0,1
2074,56,3,0,1,1
2075,61,0,0,0,0
2076,64,1,1,0,0
2077,5,0,0,0,0
2078,19,4,0,1,1
2079,2,2,2,1,0
2080,31,1,1,0,0
2081,31,3,3,1,1
2082,46,1,1,0,0
2083,29,4,3,1,1
2084,1,0,3,0,1
2085,32,1,1,1,1
2086,58,0,0,1,0
2087,35,1,1,0,0
2088,8,0,0,1,0
2089,40,3,3,0,0
2090,26,0,0,1,1
2091,31,1,1,0,0
2092,25,1,1,0,0
2093,1,0,0,0,0
2094,49,3,3,0,0
2095,58,0,0,0,0
2096,65,0,0,0,0
2097,66,0,0,0,0
2098,6,3,3,1,1
2099,70,0,0,0,0
2100,25,3,3,0,0
2101,50,3,0,0,0
2102,26,0,0,0,0
2103,2,0,0,0,0
2104,55,0,0,0,0
2105,29,0,0,0,0
2106,30,1,4,0,0
2107,80,0,0,0,0
2108,1,2,2,1,0
2109,35,2,2,0,0
2110,29,1,0,0,0
2111,96,2,0,1,1
2112,45,0,0,1,1
2113,36,1,1,0,0
2114,10,0,0,0,0
2115,44,3,3,0,0
2116,29,0,0,0,0
2117,10,0,0,0,1
2118,1,2,2,0,0
2119,54,0,0,0,0
2120,43,0,0,1,1
2121,10,0,0,0,0
2122,58,3,3,0,0
2123,29,1,1,1,1
2124,26,1,1,1,1
2125,22,0,0,1,0
2126,21,0,0,1,1
2127,32,2,2,1,1
2128,32,3,3,1,1
2129,16,0,0,0,0
2130,26,1,0,1,1
2131,36,3,0,0,0
2132,49,1,1,1,1
2133,1,2,2,1,0
2134,27,2,2,0,1
2135,26,3,0,0,0
2136,74,0,0,0,0
2137,60,3,0,0,0
2138,22,1,4,1,1
2139,35,4,1,0,0
2140,27,2,0,1,1
2141,40,4,0,0,0
2142,75,0,0,0,0
2143,27,0,0,0,0
2144,35,0,4,0,0
2145,10,0,0,0,1
2146,2,2,2,0,0
2147,5,0,0,1,1
2148,1,0,0,1,1
2149,72,0,0,1,1
2150,1,2,2,0,1
2151,3,4,2,1,1
2152,39,0,0,0,0
2153,39,3,0,1,1
2154,28,0,0,1,1
2155,25,0,0,0,0
2156,53,1,1,1,0
2157,34,1,1,0,0
2158,25,0,0,1,1
2159,33,3,3,0,0
2160,78,0,0,0,0
2161,1,3,3,0,1
2162,29,1,1,1,1
2163,69,2,2,1,1
2164,28,4,2,1,1
2165,42,1,0,0,0
2166,41,0,0,0,0
2167,25,1,0,1,1
2168,82,2,2,0,0
2169,25,3,0,1,1
2170,5,2,2,0,0
2171,1,0,2,0,1
2172,51,0,0,0,0
2173,23,4,2,1,1
2174,35,1,1,1,1
2175,38,3,3,1,1
2176,50,0,0,0,0
2177,53,0,0,1,0
2178,31,1,0,1,1
2179,48,1,1,1,1
2180,22,0,0,0,0
2181,34,0,0,0,0
2182,32,1,1,0,0
2183,34,0,0,0,0
2184,1,2,2,0,0
2185,34,0,0,0,0
2186,48,0,0,0,0
2187,28,2,2,1,1
2188,44,1,1,0,0
2189,49,3,3,0,0
2190,26,4,0,0,0
2191,9,0,0,0,0
2192,15,0,0,1,1
2193,58,1,1,0,0
2194,69,0,0,0,0
2195,26,0,0,0,0
2196,13,0,0,1,1
2197,47,0,0,0,0
2198,58,1,0,0,0
2199,24,1,1,1,1
2200,45,0,0,0,0
2201,48,0,3,0,0
2202,24,4,0,0,0
2203,2,2,2,0,0
2204,36,1,1,1,1
2205,36,0,0,1,1
2206,39,0,0,1,1
2207,20,0,4,1,1
2208,45,1,1,0,0
2209,24,1,1,1,1
2210,50,3,3,0,0
2211,29,3,0,0,0
2212,24,3,3,1,1
2213,26,3,4,1,1
2214,85,0,0,0,1
2215,27,2,2,1,1
2216,21,2,3,1,1
2217,39,0,0,1,1
2218,1,3,3,0,1
2219,29,0,0,1,1
2220,26,1,1,1,1
2221,26,3,3,1,1
2222,39,0,0,1,1
2223,46,0,3,0,0
2224,26,0,0,1,1
