,gender_true,age_true,race_true,gender_pred,files
1981,1,28,2,1,28_1_2_20170116192003103.jpg.chip
1982,0,35,2,0,35_0_2_20170116191751784.jpg.chip
1983,1,12,2,1,12_1_2_20170116190115810.jpg.chip
1984,1,7,2,1,7_1_2_20161219160329535.jpg.chip
1985,1,52,0,1,52_1_0_20170110122705423.jpg.chip
1986,1,50,2,1,50_1_2_20170104023119069.jpg.chip
1987,0,29,2,0,29_0_2_20170116163356668.jpg.chip
1988,1,3,2,0,3_1_2_20161219160905062.jpg.chip
1989,0,26,3,0,26_0_3_20170117154627472.jpg.chip
1990,0,59,1,0,59_0_1_20170117190355233.jpg.chip
1991,0,45,0,0,45_0_0_20170117185253753.jpg.chip
1992,1,24,3,1,24_1_3_20170117150528724.jpg.chip
1993,1,45,1,0,45_1_1_20170112203850233.jpg.chip
1994,0,27,3,0,27_0_3_20170119193231250.jpg.chip
1995,0,55,0,0,55_0_0_20170120221341989.jpg.chip
1996,1,70,0,1,70_1_0_20170110122250867.jpg.chip
1997,0,14,0,0,14_0_0_20170110232544606.jpg.chip
1998,0,3,0,0,3_0_0_20170110212754904.jpg.chip
1999,0,37,3,0,37_0_3_20170119202304167.jpg.chip
2000,0,10,0,0,10_0_0_20170110224406532.jpg.chip
2001,1,32,1,1,32_1_1_20170113010326142.jpg.chip
2002,1,26,2,1,26_1_2_20170116184309896.jpg.chip
2003,1,20,1,1,20_1_1_20170113005339990.jpg.chip
2004,0,50,3,0,50_0_3_20170104183620454.jpg.chip
2005,1,25,3,1,25_1_3_20161220222256467.jpg.chip
2006,1,15,1,1,15_1_1_20170109212440397.jpg.chip
2007,0,60,0,0,60_0_0_20170117162829219.jpg.chip
2008,0,37,3,0,37_0_3_20170119202214518.jpg.chip
2009,0,9,2,0,9_0_2_20170110220429818.jpg.chip
2010,0,25,1,0,25_0_1_20170113175802374.jpg.chip
2011,0,7,0,1,7_0_0_20170110220627122.jpg.chip
2012,0,29,3,0,29_0_3_20170119195116490.jpg.chip
2013,0,38,0,0,38_0_0_20170117153718428.jpg.chip
2014,1,26,0,1,26_1_0_20170117173639429.jpg.chip
2015,1,11,0,1,11_1_0_20170109204523092.jpg.chip
2016,0,28,0,0,28_0_0_20170120221639941.jpg.chip
2017,0,29,2,0,29_0_2_20170116164431232.jpg.chip
2018,1,22,2,1,22_1_2_20170116172030701.jpg.chip
2019,1,29,2,1,29_1_2_20170116220903106.jpg.chip
2020,1,60,0,1,60_1_0_20170110141425361.jpg.chip
2021,1,32,0,1,32_1_0_20170117134817286.jpg.chip
2022,1,26,3,1,26_1_3_20170119163652438.jpg.chip
2023,0,26,1,0,26_0_1_20170116010019224.jpg.chip
2024,1,38,0,1,38_1_0_20170117173928071.jpg.chip
2025,0,26,1,0,26_0_1_20170116201931711.jpg.chip
2026,1,76,0,1,76_1_0_20170110131747399.jpg.chip
2027,1,26,2,1,26_1_2_20170116184059994.jpg.chip
2028,0,57,0,0,57_0_0_20170116214453175.jpg.chip
2029,0,26,1,0,26_0_1_20170117003204591.jpg.chip
2030,1,38,1,1,38_1_1_20170116164329443.jpg.chip
2031,0,42,4,0,42_0_4_20170117185614642.jpg.chip
2032,1,23,1,1,23_1_1_20170112203929794.jpg.chip
2033,0,61,0,0,61_0_0_20170111203523343.jpg.chip
2034,1,32,1,1,32_1_1_20170113000615118.jpg.chip
2035,1,38,0,1,38_1_0_20170104002144725.jpg.chip
2036,1,35,1,1,35_1_1_20170113003536772.jpg.chip
2037,0,15,3,0,15_0_3_20170104225906465.jpg.chip
2038,0,90,0,0,90_0_0_20170111224014347.jpg.chip
2039,1,7,1,0,7_1_1_20170109194708063.jpg.chip
2040,1,35,0,1,35_1_0_20170117185227543.jpg.chip
2041,1,15,0,1,15_1_0_20170109214409051.jpg.chip
2042,0,24,0,0,24_0_0_20170117150004378.jpg.chip
2043,1,24,2,1,24_1_2_20170116165631297.jpg.chip
2044,1,10,0,1,10_1_0_20170109203642966.jpg.chip
2045,1,35,4,1,35_1_4_20170117201052046.jpg.chip
2046,0,36,1,0,36_0_1_20170117135448300.jpg.chip
2047,0,35,3,0,35_0_3_20170119181325084.jpg.chip
2048,0,29,0,0,29_0_0_20170116192103987.jpg.chip
2049,0,26,2,1,26_0_2_20170116182417422.jpg.chip
2050,0,23,3,0,23_0_3_20170119164159892.jpg.chip
2051,0,9,0,0,9_0_0_20170120133313910.jpg.chip
2052,1,25,1,1,25_1_1_20170116003309994.jpg.chip
2053,0,36,3,0,36_0_3_20170117183130453.jpg.chip
2054,0,55,0,0,55_0_0_20170117135556303.jpg.chip
2055,1,17,0,1,17_1_0_20170117140619087.jpg.chip
2056,0,30,0,0,30_0_0_20170117130646482.jpg.chip
2057,0,65,3,0,65_0_3_20170119203933382.jpg.chip
2058,0,27,1,0,27_0_1_20170102233552626.jpg.chip
2059,1,29,2,1,29_1_2_20170109133107871.jpg.chip
2060,0,27,1,0,27_0_1_20170116220626107.jpg.chip
2061,1,23,4,1,23_1_4_20170117194143181.jpg.chip
2062,1,66,0,1,66_1_0_20170110131727840.jpg.chip
2063,0,1,0,0,1_0_0_20170110213202543.jpg.chip
2064,1,25,0,1,25_1_0_20170116002134414.jpg.chip
2065,1,30,0,1,30_1_0_20170117131108776.jpg.chip
2066,0,66,0,0,66_0_0_20170117000141332.jpg.chip
2067,0,18,1,0,18_0_1_20170114033130286.jpg.chip
2068,0,73,3,0,73_0_3_20170105180955031.jpg.chip
2069,0,61,0,0,61_0_0_20170105173233956.jpg.chip
2070,0,40,0,0,40_0_0_20170116225108936.jpg.chip
2071,0,5,0,1,5_0_0_20170109192353674.jpg.chip
2072,1,50,0,1,50_1_0_20170109012542626.jpg.chip
2073,0,1,2,1,1_0_2_20161219162514182.jpg.chip
2074,1,85,0,1,85_1_0_20170120230302610.jpg.chip
2075,0,39,0,0,39_0_0_20170104204347174.jpg.chip
2076,0,67,2,0,67_0_2_20170112224629884.jpg.chip
2077,0,9,2,1,9_0_2_20170110224555634.jpg.chip
2078,1,26,0,1,26_1_0_20170117171447434.jpg.chip
2079,0,59,0,0,59_0_0_20170111203940975.jpg.chip
2080,0,28,0,0,28_0_0_20170117202358254.jpg.chip
2081,1,30,2,1,30_1_2_20170104021619821.jpg.chip
2082,0,2,4,1,2_0_4_20161221195159831.jpg.chip
2083,0,34,1,0,34_0_1_20170116193916761.jpg.chip
2084,0,61,1,0,61_0_1_20170117194623461.jpg.chip
2085,1,24,0,1,24_1_0_20170117150515251.jpg.chip
2086,0,30,0,0,30_0_0_20170117142934426.jpg.chip
2087,0,18,0,0,18_0_0_20170117140759528.jpg.chip
2088,0,26,0,0,26_0_0_20170117172624038.jpg.chip
2089,1,35,0,1,35_1_0_20170105162358962.jpg.chip
2090,0,29,1,0,29_0_1_20170112214947864.jpg.chip
2091,1,15,4,1,15_1_4_20170103201201509.jpg.chip
2092,0,1,3,0,1_0_3_20161219225032897.jpg.chip
2093,0,73,1,0,73_0_1_20170117195315175.jpg.chip
2094,1,18,0,1,18_1_0_20170109214512153.jpg.chip
2095,1,39,0,1,39_1_0_20170117184938337.jpg.chip
2096,1,36,4,0,36_1_4_20170112234015846.jpg.chip
2097,1,24,0,1,24_1_0_20170105000615467.jpg.chip
2098,1,6,1,1,6_1_1_20161220220430595.jpg.chip
2099,0,26,3,0,26_0_3_20170104232208944.jpg.chip
2100,0,28,3,0,28_0_3_20170119194508397.jpg.chip
2101,1,25,3,1,25_1_3_20170117141253241.jpg.chip
2102,1,24,2,1,24_1_2_20170116173512698.jpg.chip
2103,1,27,2,1,27_1_2_20170116172452183.jpg.chip
2104,1,28,1,1,28_1_1_20170112204434315.jpg.chip
2105,0,18,2,0,18_0_2_20170116163826980.jpg.chip
2106,0,5,0,0,5_0_0_20170110220356210.jpg.chip
2107,0,62,0,0,62_0_0_20170111171747595.jpg.chip
2108,1,24,4,1,24_1_4_20170103225121913.jpg.chip
2109,0,35,0,0,35_0_0_20170117151841556.jpg.chip
2110,0,4,2,0,4_0_2_20161219194114267.jpg.chip
2111,1,29,0,1,29_1_0_20170117130620465.jpg.chip
2112,0,29,0,0,29_0_0_20170105163720435.jpg.chip
2113,1,34,0,1,34_1_0_20170120140756170.jpg.chip
2114,1,4,2,1,4_1_2_20170109192334823.jpg.chip
2115,0,55,3,0,55_0_3_20170119181425916.jpg.chip
2116,0,40,4,0,40_0_4_20170117135456629.jpg.chip
2117,0,1,2,0,1_0_2_20161219162544751.jpg.chip
2118,1,24,1,1,24_1_1_20170112204507818.jpg.chip
2119,1,23,0,1,23_1_0_20170116173236417.jpg.chip
2120,0,25,3,1,25_0_3_20170119171743041.jpg.chip
2121,0,45,1,0,45_0_1_20170113183341175.jpg.chip
2122,0,45,0,0,45_0_0_20170116235729518.jpg.chip
2123,1,1,3,0,1_1_3_20161219230723008.jpg.chip
2124,1,1,2,0,1_1_2_20161219222758263.jpg.chip
2125,0,26,3,0,26_0_3_20170119155839538.jpg.chip
2126,1,49,0,1,49_1_0_20170109221102358.jpg.chip
2127,1,22,4,1,22_1_4_20170103225813392.jpg.chip
2128,1,27,1,1,27_1_1_20170116023622621.jpg.chip
2129,1,3,0,1,3_1_0_20170109192803099.jpg.chip
2130,0,53,0,0,53_0_0_20170104212407239.jpg.chip
2131,1,31,2,1,31_1_2_20170109003538257.jpg.chip
2132,1,30,0,1,30_1_0_20170104165043953.jpg.chip
2133,1,24,4,1,24_1_4_20170117194842219.jpg.chip
2134,1,21,3,1,21_1_3_20170119154245353.jpg.chip
2135,0,39,3,0,39_0_3_20170117165633172.jpg.chip
2136,1,25,1,1,25_1_1_20170117192036085.jpg.chip
2137,0,58,0,0,58_0_0_20170120224606727.jpg.chip
2138,0,50,3,0,50_0_3_20170119205538583.jpg.chip
2139,1,20,3,1,20_1_3_20170119153820321.jpg.chip
2140,0,26,2,0,26_0_2_20170119184055239.jpg.chip
2141,1,36,0,1,36_1_0_20170112230658796.jpg.chip
2142,0,4,1,0,4_0_1_20170116153056871.jpg.chip
2143,0,40,4,0,40_0_4_20170116213431880.jpg.chip
2144,0,72,0,0,72_0_0_20170111210622013.jpg.chip
2145,1,50,0,1,50_1_0_20170110151434231.jpg.chip
2146,0,26,1,0,26_0_1_20170116030131527.jpg.chip
2147,1,38,1,1,38_1_1_20170112211132925.jpg.chip
2148,0,35,2,0,35_0_2_20170116161354789.jpg.chip
2149,0,67,0,0,67_0_0_20170104185241950.jpg.chip
2150,1,28,1,0,28_1_1_20170117022229804.jpg.chip
2151,1,4,3,1,4_1_3_20170119212114153.jpg.chip
2152,1,31,3,1,31_1_3_20170104232529874.jpg.chip
2153,0,3,2,1,3_0_2_20161219141725457.jpg.chip
2154,1,3,0,1,3_1_0_20170109190706519.jpg.chip
2155,1,21,0,1,21_1_0_20170116220220347.jpg.chip
2156,0,23,0,0,23_0_0_20170117134919191.jpg.chip
2157,1,25,2,1,25_1_2_20170116175251901.jpg.chip
2158,1,28,4,1,28_1_4_20170117120426927.jpg.chip
2159,1,12,4,0,12_1_4_20170103200721583.jpg.chip
2160,0,25,1,0,25_0_1_20170114032055563.jpg.chip
2161,0,29,0,0,29_0_0_20170104202110730.jpg.chip
2162,0,24,2,0,24_0_2_20170116165212955.jpg.chip
2163,1,20,2,1,20_1_2_20170108224309241.jpg.chip
2164,0,16,0,0,16_0_0_20170110231617005.jpg.chip
2165,0,14,3,1,14_0_3_20170109131758363.jpg.chip
2166,0,44,0,0,44_0_0_20170104205257195.jpg.chip
2167,0,34,1,0,34_0_1_20170117140814015.jpg.chip
2168,1,61,3,1,61_1_3_20170109142555460.jpg.chip
2169,0,40,0,0,40_0_0_20170117172728601.jpg.chip
2170,0,3,0,0,3_0_0_20170110213411465.jpg.chip
2171,0,38,0,0,38_0_0_20170104203131804.jpg.chip
2172,1,48,0,1,48_1_0_20170103163650120.jpg.chip
2173,0,36,0,0,36_0_0_20170117135443581.jpg.chip
2174,1,29,3,1,29_1_3_20170116162100478.jpg.chip
2175,1,3,4,1,3_1_4_20161221192909421.jpg.chip
2176,1,53,0,1,53_1_0_20170105163430701.jpg.chip
2177,0,54,0,0,54_0_0_20170105173411309.jpg.chip
2178,1,3,0,0,3_1_0_20170103213301485.jpg.chip
2179,0,92,3,0,92_0_3_20170105180848734.jpg.chip
2180,1,29,1,0,29_1_1_20170117183625423.jpg.chip
2181,1,4,2,0,4_1_2_20161219163346526.jpg.chip
2182,1,66,0,1,66_1_0_20170110140711170.jpg.chip
2183,1,28,1,1,28_1_1_20170116171225686.jpg.chip
2184,0,65,0,0,65_0_0_20170120222348112.jpg.chip
2185,1,26,2,1,26_1_2_20170116183752068.jpg.chip
2186,0,1,0,1,1_0_0_20170110213517302.jpg.chip
2187,1,53,0,1,53_1_0_20170110131645457.jpg.chip
2188,1,4,3,1,4_1_3_20161219225233848.jpg.chip
2189,1,16,0,1,16_1_0_20170109214621700.jpg.chip
2190,1,25,4,1,25_1_4_20170117193933452.jpg.chip
2191,0,68,0,0,68_0_0_20170117172721512.jpg.chip
2192,1,52,0,1,52_1_0_20170109132305364.jpg.chip
2193,0,16,0,1,16_0_0_20170110231529568.jpg.chip
2194,1,66,0,1,66_1_0_20170110141754767.jpg.chip
2195,0,26,0,1,26_0_0_20170117200055853.jpg.chip
2196,1,26,3,1,26_1_3_20170104223133454.jpg.chip
2197,0,52,3,0,52_0_3_20170119200407188.jpg.chip
2198,0,45,1,1,45_0_1_20170113180901829.jpg.chip
2199,1,27,2,1,27_1_2_20170104020617357.jpg.chip
2200,0,45,2,0,45_0_2_20170104174321891.jpg.chip
2201,1,61,0,1,61_1_0_20170109150858084.jpg.chip
2202,1,32,1,1,32_1_1_20170113011625824.jpg.chip
2203,0,68,0,0,68_0_0_20170117171135900.jpg.chip
2204,0,65,0,0,65_0_0_20170120221835349.jpg.chip
2205,1,1,1,1,1_1_1_20170103210044250.jpg.chip
2206,0,60,0,1,60_0_0_20170116174351033.jpg.chip
2207,0,27,0,0,27_0_0_20170117175349504.jpg.chip
2208,1,46,0,0,46_1_0_20170117114910298.jpg.chip
2209,1,35,0,1,35_1_0_20170117135354644.jpg.chip
2210,1,35,0,1,35_1_0_20170103182732026.jpg.chip
2211,0,32,1,0,32_0_1_20170117182408963.jpg.chip
2212,0,26,2,0,26_0_2_20170116182630634.jpg.chip
2213,0,58,2,0,58_0_2_20170116193712612.jpg.chip
2214,0,40,0,0,40_0_0_20170117154522422.jpg.chip
2215,0,5,2,0,5_0_2_20170103210403442.jpg.chip
2216,1,25,0,1,25_1_0_20170117143909681.jpg.chip
2217,0,29,1,0,29_0_1_20170116210509902.jpg.chip
2218,1,26,3,0,26_1_3_20170119193139994.jpg.chip
2219,0,16,0,0,16_0_0_20170110232142982.jpg.chip
2220,0,56,0,0,56_0_0_20170113182756438.jpg.chip
2221,0,20,1,0,20_0_1_20170113132706143.jpg.chip
2222,0,75,0,0,75_0_0_20170111205052872.jpg.chip
2223,1,28,0,1,28_1_0_20170117193022560.jpg.chip
2224,1,28,4,1,28_1_4_20170103230506947.jpg.chip
2225,0,42,3,0,42_0_3_20170117154750955.jpg.chip
2226,1,26,2,1,26_1_2_20170105163925349.jpg.chip
2227,1,60,0,1,60_1_0_20170110154144201.jpg.chip
2228,0,47,4,0,47_0_4_20170104210443652.jpg.chip
2229,1,35,0,0,35_1_0_20170117175625946.jpg.chip
2230,1,1,3,1,1_1_3_20161220143241765.jpg.chip
2231,0,52,1,0,52_0_1_20170113174958212.jpg.chip
2232,1,4,2,1,4_1_2_20161219142249665.jpg.chip
2233,1,28,4,1,28_1_4_20170117202606048.jpg.chip
2234,0,35,1,0,35_0_1_20170116025838482.jpg.chip
2235,1,34,0,1,34_1_0_20170120223231804.jpg.chip
2236,1,75,1,1,75_1_1_20170105003534605.jpg.chip
2237,0,39,1,0,39_0_1_20170117165745495.jpg.chip
2238,0,58,0,0,58_0_0_20170120224611152.jpg.chip
2239,0,45,0,0,45_0_0_20170117203225383.jpg.chip
2240,1,3,3,1,3_1_3_20161219225534376.jpg.chip
2241,1,76,1,1,76_1_1_20170110181603235.jpg.chip
2242,0,1,2,0,1_0_2_20170110213415212.jpg.chip
2243,0,37,2,0,37_0_2_20170116185935425.jpg.chip
2244,1,60,0,1,60_1_0_20170110152946835.jpg.chip
2245,0,26,3,0,26_0_3_20170117154557054.jpg.chip
2246,0,36,0,0,36_0_0_20170117135436708.jpg.chip
2247,0,31,0,0,31_0_0_20170104201726242.jpg.chip
2248,1,1,3,0,1_1_3_20161220220214417.jpg.chip
2249,1,24,3,1,24_1_3_20170119170559575.jpg.chip
2250,0,54,0,0,54_0_0_20170111222617768.jpg.chip
2251,0,60,0,0,60_0_0_20170111195408393.jpg.chip
2252,0,50,0,0,50_0_0_20170120222745802.jpg.chip
2253,0,60,0,0,60_0_0_20170111203914420.jpg.chip
2254,0,54,3,0,54_0_3_20170119210003773.jpg.chip
2255,0,25,1,0,25_0_1_20170113133108944.jpg.chip
2256,1,52,0,1,52_1_0_20170109221057047.jpg.chip
2257,1,26,1,1,26_1_1_20170114024504169.jpg.chip
2258,0,65,1,0,65_0_1_20170120222929626.jpg.chip
2259,0,90,0,0,90_0_0_20170111210753614.jpg.chip
2260,0,56,0,0,56_0_0_20170116235429950.jpg.chip
2261,1,27,0,1,27_1_0_20170105183347327.jpg.chip
2262,0,63,3,0,63_0_3_20170105180905510.jpg.chip
2263,0,32,0,0,32_0_0_20170116210057148.jpg.chip
2264,0,50,0,0,50_0_0_20170117000757222.jpg.chip
2265,0,27,0,0,27_0_0_20170117120549066.jpg.chip
2266,1,28,3,1,28_1_3_20170119210052807.jpg.chip
2267,0,17,3,0,17_0_3_20170104225710543.jpg.chip
2268,0,30,1,0,30_0_1_20170116213558934.jpg.chip
2269,1,22,2,1,22_1_2_20170116172137259.jpg.chip
2270,1,28,1,1,28_1_1_20170112235203401.jpg.chip
2271,0,28,1,0,28_0_1_20170113151216654.jpg.chip
2272,0,53,4,0,53_0_4_20170117204252600.jpg.chip
2273,0,36,1,0,36_0_1_20170115205919771.jpg.chip
2274,0,68,1,0,68_0_1_20170111204337366.jpg.chip
2275,0,26,1,0,26_0_1_20170113174952963.jpg.chip
2276,1,80,0,0,80_1_0_20170117175421676.jpg.chip
2277,1,30,0,1,30_1_0_20170104165921257.jpg.chip
2278,0,56,0,0,56_0_0_20170117173922109.jpg.chip
2279,0,35,3,0,35_0_3_20170117182830027.jpg.chip
2280,0,9,0,1,9_0_0_20170110220153114.jpg.chip
2281,1,24,1,1,24_1_1_20170112193108564.jpg.chip
2282,1,5,0,1,5_1_0_20170109193708669.jpg.chip
2283,0,25,3,0,25_0_3_20170117134128269.jpg.chip
2284,1,38,3,1,38_1_3_20170119163208659.jpg.chip
2285,1,34,0,1,34_1_0_20170119170609560.jpg.chip
2286,1,37,1,0,37_1_1_20170103183005866.jpg.chip
2287,0,60,1,0,60_0_1_20170117182448367.jpg.chip
2288,0,40,0,0,40_0_0_20170117170636232.jpg.chip
2289,0,28,3,0,28_0_3_20170119194511483.jpg.chip
2290,1,24,3,1,24_1_3_20170119165246847.jpg.chip
2291,0,21,1,0,21_0_1_20170116214828919.jpg.chip
2292,0,20,0,0,20_0_0_20170117003449983.jpg.chip
2293,1,30,0,1,30_1_0_20170117183633526.jpg.chip
2294,0,65,2,0,65_0_2_20170112223941923.jpg.chip
2295,0,23,4,0,23_0_4_20170117144105491.jpg.chip
2296,0,31,0,0,31_0_0_20170114031005703.jpg.chip
2297,0,39,0,0,39_0_0_20170116214253075.jpg.chip
2298,0,3,3,0,3_0_3_20161220222209691.jpg.chip
2299,0,43,3,0,43_0_3_20170119181057511.jpg.chip
2300,1,54,0,1,54_1_0_20170117171701754.jpg.chip
2301,0,48,0,0,48_0_0_20170117160523895.jpg.chip
2302,0,29,1,0,29_0_1_20170113175509613.jpg.chip
2303,0,4,3,0,4_0_3_20161220220726266.jpg.chip
2304,1,28,2,1,28_1_2_20170116192106479.jpg.chip
2305,1,13,0,0,13_1_0_20170109204048554.jpg.chip
2306,0,4,3,0,4_0_3_20170109131758363.jpg.chip
2307,1,23,3,1,23_1_3_20170104222844871.jpg.chip
2308,0,50,1,0,50_0_1_20170117135655702.jpg.chip
2309,1,26,2,1,26_1_2_20170116184243456.jpg.chip
2310,0,25,2,0,25_0_2_20170116165108577.jpg.chip
2311,1,3,0,1,3_1_0_20170109193833863.jpg.chip
2312,1,35,0,1,35_1_0_20170103182149977.jpg.chip
2313,0,72,0,0,72_0_0_20170112205248988.jpg.chip
2314,0,34,4,0,34_0_4_20170117141335902.jpg.chip
2315,0,24,3,0,24_0_3_20170119164654087.jpg.chip
2316,0,24,1,0,24_0_1_20170116010734667.jpg.chip
2317,0,35,0,0,35_0_0_20170117191433859.jpg.chip
2318,0,90,1,0,90_0_1_20170117194324750.jpg.chip
2319,1,26,3,1,26_1_3_20170104235111171.jpg.chip
2320,1,21,0,1,21_1_0_20170109214656355.jpg.chip
2321,0,60,3,0,60_0_3_20170119205333190.jpg.chip
2322,1,81,0,1,81_1_0_20170120225836610.jpg.chip
2323,0,72,0,1,72_0_0_20170111221945926.jpg.chip
2324,0,35,1,0,35_0_1_20170113183124869.jpg.chip
2325,1,15,2,1,15_1_2_20170104012024121.jpg.chip
2326,1,24,2,1,24_1_2_20170116173419546.jpg.chip
2327,1,24,0,1,24_1_0_20170104015931173.jpg.chip
2328,0,58,0,1,58_0_0_20170104213209283.jpg.chip
2329,0,32,3,0,32_0_3_20170113190504936.jpg.chip
2330,0,38,0,0,38_0_0_20170117184826871.jpg.chip
2331,1,80,0,0,80_1_0_20170117175552763.jpg.chip
2332,1,62,0,1,62_1_0_20170110180540639.jpg.chip
2333,0,23,3,0,23_0_3_20170119164331517.jpg.chip
2334,1,24,2,1,24_1_2_20170116171034407.jpg.chip
2335,1,26,3,1,26_1_3_20170119154424042.jpg.chip
2336,1,22,4,1,22_1_4_20170117193954085.jpg.chip
2337,1,26,1,1,26_1_1_20170116024053194.jpg.chip
2338,0,4,0,0,4_0_0_20170110213325187.jpg.chip
2339,0,32,2,0,32_0_2_20170116180704767.jpg.chip
2340,1,28,0,1,28_1_0_20170117174702574.jpg.chip
2341,1,42,3,1,42_1_3_20170119163800509.jpg.chip
2342,1,50,0,1,50_1_0_20170110143454148.jpg.chip
2343,0,60,2,0,60_0_2_20170116192718318.jpg.chip
2344,1,25,0,1,25_1_0_20170103180835288.jpg.chip
2345,1,60,1,0,60_1_1_20170112230424534.jpg.chip
2346,0,72,0,0,72_0_0_20170111210133115.jpg.chip
2347,0,1,1,0,1_0_1_20170110213645409.jpg.chip
2348,1,21,1,1,21_1_1_20170103223257503.jpg.chip
2349,0,36,1,0,36_0_1_20170117135812577.jpg.chip
2350,1,3,0,1,3_1_0_20170109193021650.jpg.chip
2351,1,1,2,1,1_1_2_20161219153439021.jpg.chip
2352,1,32,2,1,32_1_2_20170109004658032.jpg.chip
2353,0,34,0,0,34_0_0_20170104170338177.jpg.chip
2354,1,27,1,1,27_1_1_20170117013845090.jpg.chip
2355,1,23,2,1,23_1_2_20170116173125516.jpg.chip
2356,1,24,2,1,24_1_2_20170116174405212.jpg.chip
2357,1,26,0,1,26_1_0_20170116220842573.jpg.chip
2358,1,26,3,1,26_1_3_20170116180310868.jpg.chip
2359,1,40,0,1,40_1_0_20170117003132118.jpg.chip
2360,0,45,3,0,45_0_3_20170104220631406.jpg.chip
2361,0,75,0,0,75_0_0_20170111203745246.jpg.chip
2362,0,37,3,0,37_0_3_20170119202313708.jpg.chip
2363,1,24,0,0,24_1_0_20170119170936274.jpg.chip
2364,0,32,0,0,32_0_0_20170104204313908.jpg.chip
2365,0,59,0,0,59_0_0_20170109011033488.jpg.chip
2366,0,28,3,0,28_0_3_20170119194432235.jpg.chip
2367,0,30,3,0,30_0_3_20170119195741363.jpg.chip
2368,1,96,2,1,96_1_2_20170110182504813.jpg.chip
2369,0,26,1,0,26_0_1_20170116182254548.jpg.chip
2370,1,2,0,1,2_1_0_20170109190516025.jpg.chip
2371,1,36,3,1,36_1_3_20170117183328934.jpg.chip
2372,0,42,0,0,42_0_0_20170111202314436.jpg.chip
2373,0,22,1,0,22_0_1_20170113133604687.jpg.chip
2374,1,11,0,1,11_1_0_20170109204546617.jpg.chip
2375,1,31,0,0,31_1_0_20170105162529475.jpg.chip
2376,1,22,2,1,22_1_2_20170108224643996.jpg.chip
2377,1,14,0,0,14_1_0_20170104011842010.jpg.chip
2378,0,57,0,0,57_0_0_20170109001651801.jpg.chip
2379,1,45,4,0,45_1_4_20170113011721570.jpg.chip
2380,0,35,3,0,35_0_3_20170120220551706.jpg.chip
2381,0,39,2,0,39_0_2_20170104201921434.jpg.chip
2382,0,65,0,0,65_0_0_20170111204905982.jpg.chip
2383,1,28,2,1,28_1_2_20170116164331837.jpg.chip
2384,0,60,3,0,60_0_3_20170119204833974.jpg.chip
2385,0,28,2,0,28_0_2_20170116190154379.jpg.chip
2386,0,40,2,0,40_0_2_20170117000400201.jpg.chip
2387,0,30,0,0,30_0_0_20170117143512232.jpg.chip
2388,1,26,3,1,26_1_3_20170104223130527.jpg.chip
2389,1,24,0,1,24_1_0_20170103163129280.jpg.chip
2390,0,37,3,0,37_0_3_20170105175547134.jpg.chip
2391,1,24,1,1,24_1_1_20170117013833600.jpg.chip
2392,0,26,4,0,26_0_4_20170117200533197.jpg.chip
2393,1,34,0,1,34_1_0_20170117180039028.jpg.chip
2394,1,65,0,1,65_1_0_20170110152931044.jpg.chip
2395,0,75,0,0,75_0_0_20170111205739880.jpg.chip
2396,1,35,0,0,35_1_0_20170116222948039.jpg.chip
2397,1,32,0,1,32_1_0_20170112211450500.jpg.chip
2398,1,1,2,0,1_1_2_20161219140604000.jpg.chip
2399,0,26,3,0,26_0_3_20170119180400891.jpg.chip
2400,1,57,0,1,57_1_0_20170110141704735.jpg.chip
2401,0,41,1,0,41_0_1_20170116143010959.jpg.chip
2402,1,22,1,1,22_1_1_20170105183837056.jpg.chip
2403,1,85,0,1,85_1_0_20170110183801752.jpg.chip
2404,1,69,3,1,69_1_3_20170109150308256.jpg.chip
2405,0,65,0,0,65_0_0_20170111200004259.jpg.chip
2406,0,55,0,0,55_0_0_20170120140655585.jpg.chip
2407,1,33,3,1,33_1_3_20170104232231283.jpg.chip
2408,1,28,2,1,28_1_2_20170116165503355.jpg.chip
2409,1,26,1,1,26_1_1_20170112235057871.jpg.chip
2410,1,2,0,0,2_1_0_20170109194711891.jpg.chip
2411,1,26,1,1,26_1_1_20170113182747229.jpg.chip
2412,0,13,1,0,13_0_1_20170110232537879.jpg.chip
2413,0,34,3,0,34_0_3_20170119200753235.jpg.chip
2414,1,46,1,1,46_1_1_20170113012755554.jpg.chip
2415,1,26,3,1,26_1_3_20170119193113828.jpg.chip
2416,0,35,1,0,35_0_1_20170113182403214.jpg.chip
2417,1,9,1,1,9_1_1_20170109201837354.jpg.chip
2418,1,31,4,1,31_1_4_20170103234105597.jpg.chip
2419,1,4,1,1,4_1_1_20170117202024231.jpg.chip
2420,0,78,0,0,78_0_0_20170111222257902.jpg.chip
2421,1,26,1,1,26_1_1_20170112210842781.jpg.chip
2422,0,36,3,0,36_0_3_20170119201943645.jpg.chip
2423,1,36,0,1,36_1_0_20170113000608163.jpg.chip
2424,0,75,0,0,75_0_0_20170111204348525.jpg.chip
2425,0,16,1,0,16_0_1_20170116161243731.jpg.chip
2426,1,26,0,1,26_1_0_20170117191528652.jpg.chip
2427,1,29,1,1,29_1_1_20170116161645150.jpg.chip
2428,1,27,4,1,27_1_4_20170103235051403.jpg.chip
2429,1,40,0,1,40_1_0_20170117154628772.jpg.chip
2430,1,1,2,0,1_1_2_20161219202852780.jpg.chip
